Matrikkel / Org-Anr,Address,Housing type,Primary room,Usable area,Gross area,Year of construction,Floor,Plot size,Last sold,Price,Joint debt at last sale,Total price at last sale,Number of rooms,Number of bedrooms,Registered date,Turnover rate,Broker,Postal code,Area name,Days since first sold,Broker encoded,Housing type encoded,Balcony_Yes,Parking_Yes,Lat,Lon
5001-414/580/0/46,"Ladebekken 28, 7041 TRONDHEIM",Selveierleilighet,0,82,82,2023.0,3,0.0,2023-07-12,7160000,0.0,7160000,4,3,2023-07-12,0,Other,7041,TRONDHEIM,864,8,7,0,0,63.4449,10.4454
5001-416/104/0/12,"Hans Nissens gate 2 B, 7018 TRONDHEIM",Selveierleilighet,41,41,41,1929.0,3,508.0,2023-07-13,2550000,0.0,2550000,3,1,2023-06-16,27,Heimdal Eiendomsmegling,7018,TRONDHEIM,865,4,7,0,0,63.429,10.3682
947334980/31,"Koefoedgeilan 10 A, 7018 TRONDHEIM",Borettslagsleilighet,68,68,77,1962.0,3,1679.8,2023-07-13,4300000,71808.0,4371808,3,2,2023-07-05,8,Eiendomsmegler 1,7018,TRONDHEIM,865,3,3,1,0,63.429,10.3682
951497940/62,"Østre Hallsetvangen 4 B, 7027 TRONDHEIM",Borettslagsleilighet,94,98,105,1969.0,3,18556.6,2023-07-13,3400000,221036.0,3621036,4,3,2023-06-22,21,Eiendomsmegler 1,7027,TRONDHEIM,865,3,3,0,0,63.39,10.3634
5001-76/133/0/2,"Orionvegen 1 A, 7037 TRONDHEIM",Selveierleilighet,112,112,112,2019.0,2,1649.5,2023-07-13,4700000,0.0,4700000,4,3,2023-06-09,34,Heimdal Eiendomsmegling,7037,TRONDHEIM,865,4,7,1,0,63.3941,10.4113
5001-49/280/0/23,"Stokkbekken 165, 7048 TRONDHEIM",Selveierleilighet,28,28,33,2016.0,2,5170.2,2023-07-13,2350000,0.0,2350000,2,1,2023-07-01,12,Heimdal Eiendomsmegling,7048,TRONDHEIM,865,4,7,1,0,63.4122,10.4696
5001-104/169/0/2,"Granlivegen 4 B, 7024 TRONDHEIM",Selveier tomannsbolig,115,118,130,2018.0,0,1058.0,2023-07-13,5000000,0.0,5000000,6,4,2023-06-19,24,DNB Eiendom,7024,TRONDHEIM,865,1,6,1,0,63.3957,10.3237
955045866/28,"Nordre Hallsetveg 82 B, 7023 TRONDHEIM",Borettslagsleilighet,56,56,56,1959.0,2,2572.0,2023-07-13,2400000,208410.0,2608410,2,1,2023-06-26,17,DNB Eiendom,7023,TRONDHEIM,865,1,3,0,0,63.3966,10.3642
987142731/62,"Brøsetvegen 186 B, 7050 TRONDHEIM",Borettslagsleilighet,26,26,27,1971.0,6,10718.0,2023-07-13,1250000,309929.0,1559929,2,1,2023-07-04,9,EIE Eiendomsmegling,7050,TRONDHEIM,865,2,3,0,1,63.4124,10.4311
5001-315/71/0/0,"Toneveien 3, 7072 HEIMDAL",Selveier enebolig,224,234,279,1955.0,0,863.9,2023-07-13,4850000,0.0,4850000,6,5,2023-06-29,14,Eiendomsmegler 1,7072,HEIMDAL,865,3,4,0,0,63.3517,10.365
5001-21/634/0/0,"Presthusvegen 46, 7056 RANHEIM",Selveier enebolig,170,175,191,1979.0,0,620.9,2023-07-13,6920000,0.0,6920000,5,4,2023-05-16,58,Eiendomsmegler 1,7056,RANHEIM,865,3,4,1,0,63.4236,10.5179
948719711/64,"Kolstadflata 7 A, 7098 SAUPSTAD",Borettslagsleilighet,79,93,101,1971.0,4,106391.2,2023-07-13,2750000,237796.0,2987796,3,3,2023-06-28,15,Eiendomsmegler 1,7098,SAUPSTAD,865,3,3,0,0,63.3689,10.3568
5001-83/77/0/10,"Anna Haarsakers veg 11, 7036 TRONDHEIM",Selveierleilighet,0,58,58,2023.0,2,2713.0,2023-07-13,2995000,0.0,2995000,2,1,2023-07-13,0,Other,7036,TRONDHEIM,865,8,7,0,0,63.3909,10.4281
5001-410/546/0/3,"Østersunds gate 14 B, 7067 TRONDHEIM",Selveierleilighet,35,35,39,1899.0,2,659.9,2023-07-13,2300000,173996.0,2473996,2,1,2023-06-22,21,Eiendomsmegler 1,7067,TRONDHEIM,865,3,7,0,0,63.438,10.4277
5001-177/816/0/16,"Andersbakkan 90, 7089 HEIMDAL",Selveierleilighet,42,45,45,2020.0,2,4953.6,2023-07-13,2575000,0.0,2575000,3,2,2023-07-05,8,EIE Eiendomsmegling,7089,HEIMDAL,865,2,7,0,0,63.3539,10.3105
989969978/5,"Weidemanns vei 15 A, 7043 TRONDHEIM",Borettslagsleilighet,35,35,36,1898.0,3,565.2,2023-07-13,2000000,425016.0,2425016,2,1,2023-05-30,44,Proaktiv,7043,TRONDHEIM,865,10,3,0,0,63.433,10.4219
5001-83/71/0/47,"Anna Haarsakers veg 13, 7036 TRONDHEIM",Selveierleilighet,0,99,99,2022.0,6,4365.4,2023-07-13,7995000,0.0,7995000,3,2,2023-07-13,0,Other,7036,TRONDHEIM,865,8,7,0,0,63.3909,10.4281
5001-17/860/0/130,"Skonnertvegen 13, 7053 RANHEIM",Selveierleilighet,64,64,70,2018.0,3,14880.0,2023-07-13,4190000,0.0,4190000,3,2,2023-06-21,22,Privatmegleren,7053,RANHEIM,865,9,7,1,0,63.4322,10.5095
953530899/13,"Stabells veg 3 A, 7021 TRONDHEIM",Borettslagsleilighet,72,72,72,1960.0,1,4002.2,2023-07-14,2610000,42345.0,2652345,3,2,2023-07-07,7,Heimdal Eiendomsmegling,7021,TRONDHEIM,866,4,3,0,0,63.4105,10.3646
948719444/17,"Olav Magnussons veg 1, 7046 TRONDHEIM",Borettslagsleilighet,90,107,107,1967.0,5,50812.7,2023-07-14,3500000,325564.0,3825564,4,3,2023-06-15,29,Eiendomsmegler 1,7046,TRONDHEIM,866,3,3,1,0,63.4247,10.4474
5001-323/495/0/0,"Egganvegen 21 B, 7081 SJETNEMARKA",Selveier tomannsbolig,163,176,193,1969.0,0,632.2,2023-07-14,5950000,0.0,5950000,5,4,2023-06-30,14,Heimdal Eiendomsmegling,7081,SJETNEMARKA,866,4,6,0,0,63.3693,10.3965
5001-417/82/0/102,"Mellomila 69, 7018 TRONDHEIM",Selveierleilighet,33,33,39,2004.0,2,4679.2,2023-07-14,2600000,0.0,2600000,2,1,2023-07-05,9,DNB Eiendom,7018,TRONDHEIM,866,1,7,1,0,63.429,10.3682
5001-409/261/0/7,"Nonnegata 4 B, 7014 TRONDHEIM",Selveierleilighet,32,32,36,1895.0,1,268.0,2023-07-14,2325000,0.0,2325000,2,1,2023-06-28,16,Aktiv,7014,TRONDHEIM,866,0,7,0,0,63.4303,10.4094
948659158/83,"Fredrikke Qvams veg 19 A, 7046 TRONDHEIM",Borettslagsleilighet,46,46,50,1960.0,3,30239.4,2023-07-14,2940000,70773.0,3010773,2,1,2023-06-23,21,DNB Eiendom,7046,TRONDHEIM,866,1,3,1,1,63.4247,10.4474
5001-408/17/0/4,"Nygata 8, 7014 TRONDHEIM",Selveierleilighet,55,58,61,1997.0,2,298.4,2023-07-14,3850000,0.0,3850000,2,1,2023-07-06,8,Proaktiv,7014,TRONDHEIM,866,10,7,0,1,63.4303,10.4094
948659158/83,"Fredrikke Qvams veg 19 A, 7046 TRONDHEIM",Borettslagsleilighet,46,46,50,1960.0,3,30239.4,2023-07-14,2940000,70773.0,3010773,2,1,2023-06-23,21,DNB Eiendom,7046,TRONDHEIM,866,1,3,1,1,63.4247,10.4474
5001-85/380/0/18,"Lillian Byes veg 39, 7036 TRONDHEIM",Selveier rekkehus,113,113,131,2007.0,0,35.9,2023-07-14,4490000,0.0,4490000,4,3,2023-05-24,51,Privatmegleren,7036,TRONDHEIM,866,9,5,1,0,63.3909,10.4281
5001-97/1181/0/1,"Bøckmans veg 60 D, 7022 TRONDHEIM",Selveier tomannsbolig,0,116,116,2023.0,0,0.0,2023-07-14,6990000,0.0,6990000,4,3,2023-07-14,0,Other,7022,TRONDHEIM,866,8,6,0,0,63.4018,10.361
5001-417/127/0/46,"Mellomila 96, 7018 TRONDHEIM",Selveierleilighet,68,0,0,2012.0,5,10118.8,2023-07-14,4990000,0.0,4990000,3,2,2023-07-14,0,Heimdal Eiendomsmegling,7018,TRONDHEIM,866,4,7,0,0,63.429,10.3682
5001-414/580/0/52,"Ladebekken 28, 7041 TRONDHEIM",Selveierleilighet,0,82,82,2023.0,5,0.0,2023-07-14,7460000,0.0,7460000,4,3,2023-07-14,0,Other,7041,TRONDHEIM,866,8,7,0,0,63.4449,10.4454
948777983/5,"Wessels gate 19, 7043 TRONDHEIM",Borettslagsleilighet,62,62,68,1965.0,2,3481.4,2023-07-14,3520000,16451.0,3536451,2,2,2023-05-31,44,Privatmegleren,7043,TRONDHEIM,866,9,3,1,0,63.433,10.4219
948719711/98,"Kolstadflata 11 A, 7098 SAUPSTAD",Borettslagsleilighet,51,51,51,1971.0,2,106391.2,2023-07-14,1850000,189409.0,2039409,2,1,2023-07-07,7,Heimdal Eiendomsmegling,7098,SAUPSTAD,866,4,3,0,0,63.3689,10.3568
5001-49/334/0/42,"Bonesvegen 12, 7047 TRONDHEIM",Selveierleilighet,0,76,76,2023.0,3,1882.9,2023-07-14,5190000,0.0,5190000,3,2,2023-07-14,0,Other,7047,TRONDHEIM,866,8,7,0,0,63.4204,10.4708
953530899/13,"Stabells veg 3 A, 7021 TRONDHEIM",Borettslagsleilighet,72,72,72,1960.0,1,4002.2,2023-07-14,2610000,42345.0,2652345,3,2,2023-07-07,7,Heimdal Eiendomsmegling,7021,TRONDHEIM,866,4,3,0,0,63.4105,10.3646
948717867/11,"Olav Engelbrektssons alle 54, 7040 TRONDHEIM",Borettslagsleilighet,68,68,74,1955.0,2,5501.3,2023-07-15,3100000,265340.0,3365340,3,2,2023-06-06,39,Eiendomsmegler 1,7040,TRONDHEIM,867,3,3,1,0,63.4504,10.4456
5001-411/125/0/4,"Bjørn Stallares gate 8 C, 7067 TRONDHEIM",Selveierleilighet,44,44,50,1904.0,1,664.1,2023-07-15,3000000,183130.0,3183130,3,2,2023-05-19,57,DNB Eiendom,7067,TRONDHEIM,867,1,7,0,0,63.438,10.4277
5001-421/318/0/1,"Osloveien 10, 7017 TRONDHEIM",Selveierleilighet,95,120,138,1888.0,1,505.2,2023-07-15,5290000,138326.0,5428326,3,2,2023-06-03,42,Heimdal Eiendomsmegling,7017,TRONDHEIM,867,4,7,0,0,63.4255,10.3705
5001-403/311/0/3,"Repslagerveita 2 B, 7012 TRONDHEIM",Selveierleilighet,57,60,60,2022.0,2,1905.5,2023-07-15,4650000,0.0,4650000,3,2,2023-06-02,43,Privatmegleren,7012,TRONDHEIM,867,9,7,1,0,63.43,10.387
5001-415/233/0/36,"Stjørdalsveien 17, 7066 TRONDHEIM",Selveierleilighet,0,60,60,2017.0,1,890.7,2023-07-16,3950000,0.0,3950000,3,2,2023-07-16,0,Other,7066,TRONDHEIM,868,8,7,0,0,63.442,10.4367
5001-420/94/0/0,"Trollahaugen 1, 7018 TRONDHEIM",Selveier enebolig,160,177,177,1971.0,0,932.3,2023-07-17,6000000,0.0,6000000,5,4,2023-06-26,21,Eiendomsmegler 1,7018,TRONDHEIM,869,3,4,1,0,63.429,10.3682
5001-323/2429/0/25,"Ivar Reitens veg 55, 7091 TILLER",Selveierleilighet,56,56,56,2017.0,2,3627.3,2023-07-17,3115000,0.0,3115000,2,1,2023-06-30,17,Eiendomsmegler 1,7091,TILLER,869,3,7,1,0,63.3619,10.3898
5001-316/723/0/87,"Industriveien 1 F, 7072 HEIMDAL",Selveierleilighet,37,40,44,2020.0,4,2017.8,2023-07-17,2750000,0.0,2750000,2,1,2023-07-17,0,Other,7072,HEIMDAL,869,8,7,0,0,63.3517,10.365
5001-21/1018/0/1,"Johannes Minsaas' veg 6, 7055 RANHEIM",Selveierleilighet,68,74,81,2003.0,1,1117.8,2023-07-17,3500000,0.0,3500000,3,2,2023-07-17,0,Other,7055,RANHEIM,869,8,7,1,0,63.43,10.5473
5001-521/280/0/0,"Rydlandtunet 5, 7540 KLÆBU",Selveier enebolig,204,227,252,1988.0,0,656.1,2023-07-17,5150000,0.0,5150000,5,4,2023-06-01,46,Eiendomsmegler 1,7540,KLÆBU,869,3,4,1,0,63.2976,10.4826
952199625/1,"Arilds gate 2, 7017 TRONDHEIM",Borettslagsleilighet,95,95,100,1911.0,3,734.4,2023-07-17,5100000,0.0,5100000,4,3,2023-07-17,0,Other,7017,TRONDHEIM,869,8,3,0,0,63.4255,10.3705
5001-415/265/0/1,"Ladeveien 18, 7066 TRONDHEIM",Selveierleilighet,35,35,35,2020.0,1,2828.9,2023-07-17,2790000,0.0,2790000,2,1,2023-06-29,18,Eiendomsmegler 1,7066,TRONDHEIM,869,3,7,1,0,63.442,10.4367
5001-9/619/0/0,"Rønningsvegen 31 A, 7045 TRONDHEIM",Selveier tomannsbolig,161,187,187,1954.0,0,609.5,2023-07-17,7450000,0.0,7450000,4,3,2023-06-05,42,DNB Eiendom,7045,TRONDHEIM,869,1,6,1,0,63.4329,10.4497
948924781/118,"Othilienborgvegen 20, 7033 TRONDHEIM",Borettslagsleilighet,45,45,52,1965.0,1,13919.7,2023-07-17,2600000,153388.0,2753388,2,1,2023-05-27,51,Heimdal Eiendomsmegling,7033,TRONDHEIM,869,4,3,1,1,63.4022,10.4305
983865763/28,"Øvre Flatåsveg 1 B, 7079 FLATÅSEN",Borettslagsleilighet,62,68,74,2001.0,1,1858.5,2023-07-17,2200000,237359.0,2437359,2,1,2023-06-23,24,Eiendomsmegler 1,7079,FLATÅSEN,869,3,3,0,0,63.377,10.3375
5001-49/334/0/81,"Bonesvegen 8, 7047 TRONDHEIM",Selveierleilighet,0,66,66,2023.0,4,1882.9,2023-07-17,4850000,0.0,4850000,3,2,2023-07-17,0,Other,7047,TRONDHEIM,869,8,7,0,0,63.4204,10.4708
5001-521/536/0/11,"Søndagsskolevegen 42, 7540 KLÆBU",Selveier enebolig,0,93,93,2023.0,0,0.0,2023-07-17,4100000,0.0,4100000,4,3,2023-07-17,0,Other,7540,KLÆBU,869,8,4,0,0,63.2976,10.4826
5001-415/265/0/98,"Ladeveien 30 A, 7066 TRONDHEIM",Selveierleilighet,38,38,38,2020.0,1,2828.9,2023-07-17,2790000,0.0,2790000,2,1,2023-07-17,0,Other,7066,TRONDHEIM,869,8,7,0,0,63.442,10.4367
5001-411/201/0/33,"Anders Buens gate 17, 7067 TRONDHEIM",Selveierleilighet,47,47,47,1937.0,1,1533.2,2023-07-17,2470000,130300.0,2600300,2,1,2023-06-21,26,Heimdal Eiendomsmegling,7067,TRONDHEIM,869,4,7,0,0,63.438,10.4277
5001-12/5/0/54,"Fernanda Nissens veg 20, 7045 TRONDHEIM",Selveierleilighet,68,73,80,2007.0,3,9014.5,2023-07-18,4600000,0.0,4600000,3,2,2023-06-21,27,DNB Eiendom,7045,TRONDHEIM,870,1,7,1,0,63.4329,10.4497
5001-24/432/0/13,"Horgsletta 38, 7055 RANHEIM",Selveierleilighet,57,60,67,2018.0,2,8954.4,2023-07-18,3820000,0.0,3820000,3,2,2023-07-07,11,DNB Eiendom,7055,RANHEIM,870,1,7,1,0,63.43,10.5473
5001-96/3/0/8,"Statsråd Krohgs veg 23, 7021 TRONDHEIM",Selveierleilighet,0,70,70,2013.0,2,7287.6,2023-07-18,5450000,0.0,5450000,3,2,2023-07-18,0,Other,7021,TRONDHEIM,870,8,7,0,0,63.4105,10.3646
5001-83/77/0/46,"Anna Haarsakers veg 11, 7036 TRONDHEIM",Selveierleilighet,0,58,58,2023.0,5,2713.0,2023-07-18,3595000,0.0,3595000,3,2,2023-07-18,0,Other,7036,TRONDHEIM,870,8,7,0,0,63.3909,10.4281
5001-83/77/0/6,"Anna Haarsakers veg 11, 7036 TRONDHEIM",Selveierleilighet,0,56,56,2023.0,1,2713.0,2023-07-18,2695000,0.0,2695000,3,2,2023-07-18,0,Other,7036,TRONDHEIM,870,8,7,0,0,63.3909,10.4281
5001-317/27/0/2,"Skjetnemarkvegen 45 C, 7081 SJETNEMARKA",Selveierleilighet,41,42,42,2013.0,1,601.7,2023-07-18,2390000,0.0,2390000,3,1,2023-06-30,18,Meglerhuset Nylander,7081,SJETNEMARKA,870,7,7,1,0,63.3693,10.3965
976966325/1,"Jarveien 36 A, 7072 HEIMDAL",Borettslagsleilighet,58,58,65,1962.0,1,4162.9,2023-07-18,2600000,140269.0,2740269,3,2,2023-05-16,63,Privatmegleren,7072,HEIMDAL,870,9,3,0,1,63.3517,10.365
5001-83/77/0/23,"Anna Haarsakers veg 11, 7036 TRONDHEIM",Selveierleilighet,0,58,58,2023.0,5,2713.0,2023-07-18,3845000,0.0,3845000,3,2,2023-07-18,0,Other,7036,TRONDHEIM,870,8,7,0,0,63.3909,10.4281
5001-411/168/0/30,"Ulstadløkkveien 13 B, 7067 TRONDHEIM",Selveierleilighet,46,46,50,1912.0,4,1260.6,2023-07-18,2685000,63429.0,2748429,2,1,2023-07-07,11,Heimdal Eiendomsmegling,7067,TRONDHEIM,870,4,7,0,0,63.438,10.4277
5001-403/272/0/12,"Sverres gate 11 B, 7012 TRONDHEIM",Selveierleilighet,71,74,80,1995.0,2,1488.7,2023-07-18,4350000,0.0,4350000,3,2,2023-06-21,27,DNB Eiendom,7012,TRONDHEIM,870,1,7,1,0,63.43,10.387
5001-323/1436/0/0,"Torvtaket 21, 7092 TILLER",Selveier enebolig,206,254,254,1987.0,0,398.5,2023-07-18,6050000,0.0,6050000,4,2,2023-07-03,15,Eiendomsmegler 1,7092,TILLER,870,3,4,0,0,63.3516,10.385
5001-73/272/0/34,"Sorgenfriveien 22, 7031 TRONDHEIM",Selveierleilighet,65,70,70,2020.0,2,1229.5,2023-07-18,4500000,0.0,4500000,3,4,2023-06-13,35,Heimdal Eiendomsmegling,7031,TRONDHEIM,870,4,7,1,0,63.4068,10.401
948924781/24,"Balders veg 1 C, 7033 TRONDHEIM",Borettslagsleilighet,31,31,31,1964.0,2,8376.8,2023-07-18,2050000,105872.0,2155872,1,1,2023-07-08,10,Heimdal Eiendomsmegling,7033,TRONDHEIM,870,4,3,0,0,63.4022,10.4305
950373520/36,"K.O. Thornæs' veg 14, 7033 TRONDHEIM",Borettslagsleilighet,71,71,75,1967.0,3,95220.0,2023-07-18,3090000,589559.0,3679559,3,2,2023-06-20,28,Eiendomsmegler 1,7033,TRONDHEIM,870,3,3,0,0,63.4022,10.4305
5001-536/20/0/0,"Brøttemsvegen 1117, 7540 KLÆBU",Selveier enebolig,177,227,228,1925.0,0,3408.9,2023-07-18,4350000,0.0,4350000,6,5,2023-06-20,28,EIE Eiendomsmegling,7540,KLÆBU,870,2,4,1,0,63.2976,10.4826
5001-194/45/0/0,"Bjørndalen 77, 7072 HEIMDAL",Selveier tomannsbolig,104,165,189,1961.0,0,816.5,2023-07-18,3085000,0.0,3085000,4,3,2023-06-15,33,DNB Eiendom,7072,HEIMDAL,870,1,6,1,0,63.3517,10.365
979901801/15,"Heimtrøa 26 C, 7054 RANHEIM",Borettslagsleilighet,94,94,94,1998.0,2,3181.0,2023-07-18,4340000,232440.0,4572440,4,3,2023-07-18,0,Eiendomsmegler 1,7054,RANHEIM,870,3,3,1,1,63.4215,10.5451
5001-96/3/0/8,"Statsråd Krohgs veg 23, 7021 TRONDHEIM",Selveierleilighet,0,70,70,2013.0,2,7287.6,2023-07-18,5450000,0.0,5450000,3,2,2023-07-18,0,Other,7021,TRONDHEIM,870,8,7,0,0,63.4105,10.3646
5001-91/32/0/18,"Gamle Leirvegen 95, 7038 TRONDHEIM",Selveierleilighet,0,49,49,2014.0,3,5258.7,2023-07-18,2650000,0.0,2650000,2,1,2023-07-18,0,Other,7038,TRONDHEIM,870,8,7,0,0,63.3864,10.401
5001-323/93/0/1,"Kvenildveien 29, 7072 HEIMDAL",Selveier tomannsbolig,83,86,86,1964.0,1,1271.0,2023-07-19,3525000,0.0,3525000,4,3,2023-05-12,68,Eiendomsmegler 1,7072,HEIMDAL,871,3,6,0,0,63.3517,10.365
951563560/30,"Johan Cappelens veg 7, 7033 TRONDHEIM",Borettslagsleilighet,41,41,46,1968.0,2,37260.5,2023-07-19,2430000,158028.0,2588028,2,1,2023-07-10,9,DNB Eiendom,7033,TRONDHEIM,871,1,3,1,1,63.4022,10.4305
5001-103/177/0/0,"Kyvannsvegen 6 A, 7025 TRONDHEIM",Selveier enebolig,270,320,0,1951.0,0,1007.2,2023-07-19,10000000,0.0,10000000,6,5,2023-05-30,50,Privatmegleren,7025,TRONDHEIM,871,9,4,1,0,63.4048,10.3298
5001-97/1181/0/2,"Bøckmans veg 60 C, 7022 TRONDHEIM",Selveier tomannsbolig,0,116,116,2023.0,0,0.0,2023-07-19,6990000,0.0,6990000,4,3,2023-07-19,0,Other,7022,TRONDHEIM,871,8,6,0,0,63.4018,10.361
5001-415/294/0/23,"Leksvikgata 1, 7066 TRONDHEIM",Selveierleilighet,0,38,38,2023.0,3,629.3,2023-07-19,3190000,0.0,3190000,2,1,2023-07-19,0,Other,7066,TRONDHEIM,871,8,7,0,0,63.442,10.4367
5001-415/265/0/177,"Ladeveien 36, 7066 TRONDHEIM",Selveierleilighet,57,57,57,2021.0,6,2828.9,2023-07-19,4600000,0.0,4600000,3,2,2023-07-19,0,Other,7066,TRONDHEIM,871,8,7,0,0,63.442,10.4367
948717867/35,"Olav Engelbrektssons alle 50, 7040 TRONDHEIM",Borettslagsleilighet,43,43,45,1955.0,4,5501.3,2023-07-19,2625000,167994.0,2792994,1,1,2023-07-06,13,Heimdal Eiendomsmegling,7040,TRONDHEIM,871,4,3,0,1,63.4504,10.4456
986788506/4,"Jonsvannsveien 433 C, 7059 JAKOBSLI",Borettslagsleilighet,50,50,50,2004.0,1,2250.1,2023-07-19,2750000,0.0,2750000,2,1,2023-07-11,8,Meglerhuset Nylander,7059,JAKOBSLI,871,7,3,0,0,63.4186,10.4965
954965503/10,"Nardovegen 5 B, 7032 TRONDHEIM",Borettslagsleilighet,49,49,53,1968.0,2,2860.2,2023-07-19,2850000,139200.0,2989200,2,1,2023-06-12,37,DNB Eiendom,7032,TRONDHEIM,871,1,3,1,0,63.4078,10.4144
948720353/13,"Stadsing Dahls gate 2, 7015 TRONDHEIM",Borettslagsleilighet,57,62,68,1948.0,2,1870.2,2023-07-19,3000000,103525.0,3103525,2,1,2023-07-08,11,Heimdal Eiendomsmegling,7015,TRONDHEIM,871,4,3,0,0,63.4288,10.4221
5001-417/82/0/86,"Mellomila 69, 7018 TRONDHEIM",Selveierleilighet,33,33,33,2004.0,1,4679.2,2023-07-19,2525000,0.0,2525000,2,1,2023-07-01,18,Proaktiv,7018,TRONDHEIM,871,10,7,1,0,63.429,10.3682
5001-91/7/0/33,"Fossegrenda 29 A, 7038 TRONDHEIM",Selveierleilighet,69,77,77,1977.0,2,36771.1,2023-07-19,2690000,0.0,2690000,1,1,2023-07-11,8,Eiendomsmegler 1,7038,TRONDHEIM,871,3,7,1,0,63.3864,10.401
5001-83/77/0/51,"Anna Haarsakers veg 11, 7036 TRONDHEIM",Selveierleilighet,0,83,83,2023.0,6,2713.0,2023-07-19,5795000,0.0,5795000,4,3,2023-07-19,0,Other,7036,TRONDHEIM,871,8,7,0,0,63.3909,10.4281
5001-416/19/0/4,"Mellomila 14 B, 7018 TRONDHEIM",Selveier tomannsbolig,40,40,44,1908.0,1,230.0,2023-07-19,2440000,0.0,2440000,2,1,2023-06-21,28,DNB Eiendom,7018,TRONDHEIM,871,1,6,1,0,63.429,10.3682
5001-83/77/0/42,"Anna Haarsakers veg 11, 7036 TRONDHEIM",Selveierleilighet,0,50,50,2023.0,4,2713.0,2023-07-19,3295000,0.0,3295000,3,2,2023-07-19,0,Other,7036,TRONDHEIM,871,8,7,0,0,63.3909,10.4281
5001-83/77/0/43,"Anna Haarsakers veg 11, 7036 TRONDHEIM",Selveierleilighet,0,50,50,2023.0,4,2713.0,2023-07-19,3295000,0.0,3295000,3,2,2023-07-19,0,Other,7036,TRONDHEIM,871,8,7,0,0,63.3909,10.4281
5001-404/517/0/0,"MAGNUS DEN GODES GATE 37 A, 7030 TRONDHEIM",Selveier tomannsbolig,92,92,101,1918.0,0,194.2,2023-07-20,4800000,0.0,4800000,3,4,2023-06-22,28,DNB Eiendom,7030,TRONDHEIM,872,1,6,1,0,63.4206,10.3973
5001-415/31/0/11,"Ladeveien 4 B, 7066 TRONDHEIM",Selveierleilighet,61,63,68,1911.0,5,552.8,2023-07-20,3375000,115058.0,3490058,2,1,2023-07-12,8,Privatmegleren,7066,TRONDHEIM,872,9,7,1,0,63.442,10.4367
5001-29/159/0/53,"Solveig Abrahamsens veg 44, 7054 RANHEIM",Selveierleilighet,0,69,69,2023.0,5,2502.0,2023-07-20,4750000,0.0,4750000,3,2,2023-07-20,0,Other,7054,RANHEIM,872,8,7,0,0,63.4215,10.5451
5001-412/411/0/57,"Julianus Holms veg 26, 7041 TRONDHEIM",Selveierleilighet,73,87,87,2015.0,4,1659.2,2023-07-20,4900000,0.0,4900000,3,2,2023-06-02,48,Heimdal Eiendomsmegling,7041,TRONDHEIM,872,4,7,1,0,63.4449,10.4454
5001-411/52/0/2,"Stadsing Dahls gate 61, 7068 TRONDHEIM",Selveierleilighet,0,96,96,1934.0,1,685.0,2023-07-20,3890000,0.0,3890000,2,1,2023-07-20,0,Other,7068,TRONDHEIM,872,8,7,0,0,63.4357,10.4286
987142731/98,"Brøsetvegen 186 B, 7050 TRONDHEIM",Borettslagsleilighet,29,29,32,1972.0,5,10718.0,2023-07-20,1250000,336964.0,1586964,2,1,2023-07-14,6,Eiendomsmegler 1,7050,TRONDHEIM,872,3,3,0,0,63.4124,10.4311
987142731/98,"Brøsetvegen 186 B, 7050 TRONDHEIM",Borettslagsleilighet,29,29,32,1972.0,5,10718.0,2023-07-20,1250000,336964.0,1586964,2,1,2023-07-14,6,Eiendomsmegler 1,7050,TRONDHEIM,872,3,3,0,0,63.4124,10.4311
5001-59/1/166/0,"Berg prestegårdsveg 19 A, 7051 TRONDHEIM",Selveier tomannsbolig,149,149,171,1957.0,0,727.8,2023-07-20,5600000,0.0,5600000,7,8,2023-07-20,0,Other,7051,TRONDHEIM,872,8,6,0,0,63.4151,10.4189
954844595/26,"Stabells veg 1 B, 7021 TRONDHEIM",Borettslagsleilighet,73,73,80,1961.0,2,3855.6,2023-07-20,3075000,428937.0,3503937,3,2,2023-05-13,68,Proaktiv,7021,TRONDHEIM,872,10,3,1,1,63.4105,10.3646
964486042/21,"Klæbuveien 47, 7030 TRONDHEIM",Borettslagsleilighet,54,54,59,1952.0,4,719.9,2023-07-20,3200000,0.0,3200000,2,1,2023-07-10,10,Heimdal Eiendomsmegling,7030,TRONDHEIM,872,4,3,0,0,63.4206,10.3973
5001-324/204/0/6,"Movollflata 2 F, 7091 TILLER",Selveier rekkehus,129,135,135,2022.0,0,5973.0,2023-07-20,5190000,0.0,5190000,5,4,2023-01-09,192,Heimdal Eiendomsmegling,7091,TILLER,872,4,5,1,0,63.3619,10.3898
954844595/26,"Stabells veg 1 B, 7021 TRONDHEIM",Borettslagsleilighet,73,73,80,1961.0,2,3855.6,2023-07-20,3075000,428937.0,3503937,3,2,2023-05-13,68,Proaktiv,7021,TRONDHEIM,872,10,3,1,1,63.4105,10.3646
5001-9/573/0/1,"Rønningsbakken 18 A, 7045 TRONDHEIM",Selveier rekkehus,118,123,123,1954.0,0,1042.0,2023-07-20,7200000,0.0,7200000,3,3,2023-07-12,8,Eiendomsmegler 1,7045,TRONDHEIM,872,3,5,1,0,63.4329,10.4497
